year,impact_area,Fdescript,Fund_DAmt
2017,Poverty Alleviation,Unrestricted,1347
2017,Poverty Alleviation,Field of Interst,544
2017,Poverty Alleviation,Field of Interst,-1e3
2017,Poverty Alleviation,Unrestricted,456
2017,Poverty Alleviation,Unrestricted,307
2017,Poverty Alleviation,Field of Interst,-544
2017,Poverty Alleviation,Unrestricted,237
2017,Poverty Alleviation,Unrestricted,1500
2017,Poverty Alleviation,Field of Interst,1e3
2017,Poverty Alleviation,Unrestricted,412
2017,Poverty Alleviation,Unrestricted,355
2017,Poverty Alleviation,Unrestricted,233
2017,Poverty Alleviation,Unrestricted,230
2017,Poverty Alleviation,Unrestricted,400
2017,Poverty Alleviation,Field of Interst,-1e3
2017,Poverty Alleviation,Unrestricted,370
2017,Poverty Alleviation,Field of Interst,750
2017,Poverty Alleviation,Field of Interst,675
2017,Poverty Alleviation,Unrestricted,168
2017,Poverty Alleviation,Unrestricted,1500
2017,Poverty Alleviation,Field of Interst,500
2017,Poverty Alleviation,Field of Interst,473
2017,Poverty Alleviation,Unrestricted,527
2017,Poverty Alleviation,Unrestricted,500
2017,Poverty Alleviation,Unrestricted,1500
2017,Poverty Alleviation,Unrestricted,54
2017,Poverty Alleviation,Field of Interst,-473
2017,Poverty Alleviation,Unrestricted,419
2017,Poverty Alleviation,Field of Interst,1e3
2017,Poverty Alleviation,Field of Interst,500
2017,Poverty Alleviation,Field of Interst,202
2017,Poverty Alleviation,Unrestricted,1e3
2017,Poverty Alleviation,Unrestricted,338
2017,Poverty Alleviation,Unrestricted,500
2017,Poverty Alleviation,Unrestricted,278
2017,Poverty Alleviation,Unrestricted,120
2017,Poverty Alleviation,Unrestricted,1062
2017,Poverty Alleviation,Field of Interst,-202
2017,Poverty Alleviation,Unrestricted,202
2017,Poverty Alleviation,Unrestricted,500
2017,Poverty Alleviation,Field of Interst,784
2017,Poverty Alleviation,Field of Interst,1e3
2017,Poverty Alleviation,Unrestricted,1607
2017,Poverty Alleviation,Unrestricted,109
2017,Poverty Alleviation,Unrestricted,150
2017,Poverty Alleviation,Unrestricted,150
2017,Poverty Alleviation,Unrestricted,200
2017,Poverty Alleviation,Unrestricted,1302
2017,Poverty Alleviation,Unrestricted,-500
2017,Poverty Alleviation,Field of Interst,500
2017,Poverty Alleviation,Unrestricted,-1607
2017,Poverty Alleviation,Field of Interst,305
2017,Poverty Alleviation,Unrestricted,2500
2017,Environment and Climate Change,Donor Advised,388
2017,Peace and Human Rights,Field of Interst,4750
2017,Poverty Alleviation,Unrestricted,500
2017,Poverty Alleviation,Field of Interst,1e3
2017,Poverty Alleviation,Field of Interst,1500
2017,Poverty Alleviation,Field of Interst,1e3
2017,Poverty Alleviation,Unrestricted,500
2017,Poverty Alleviation,Unrestricted,500
2017,Poverty Alleviation,Unrestricted,-500
2017,Poverty Alleviation,Unrestricted,500
2017,Poverty Alleviation,Field of Interst,2e3
2017,Poverty Alleviation,Field of Interst,500
2017,Peace and Human Rights,Field of Interst,2500
2017,Arts,Field of Interst,700
2017,Arts,Field of Interst,700
2017,Arts,Unrestricted,81
2017,Arts,Unrestricted,419
2017,Arts,Unrestricted,-81
2017,Arts,Field of Interst,81
2017,Arts,Unrestricted,-419
2017,Arts,Field of Interst,419
2017,Education,Unrestricted,400
2017,Education,Unrestricted,500
2017,Education,Unrestricted,500
2017,Education,Field of Interst,583
2017,Education,Field of Interst,817
2017,Education,Field of Interst,1e3
2017,Environment and Climate Change,Field of Interst,2e3
2017,Education,Unrestricted,467
2017,Education,Unrestricted,297
2017,Education,Unrestricted,400
2017,Education,Unrestricted,221
2017,Education,Unrestricted,211
2017,Education,Unrestricted,404
2017,Education,Field of Interst,1500
2017,Education,Field of Interst,1250
2017,Education,Field of Interst,1e3
2017,Education,Field of Interst,1e3
2017,Education,Unrestricted,500
2017,Education,Unrestricted,350
2017,Education,Unrestricted,250
2017,Poverty Alleviation,Unrestricted,382
2017,Poverty Alleviation,Unrestricted,473
2017,Poverty Alleviation,Unrestricted,245
2017,Poverty Alleviation,Unrestricted,200
2017,Poverty Alleviation,Unrestricted,250
2017,Poverty Alleviation,Unrestricted,100
2017,Arts,Unrestricted,500
2017,Arts,Unrestricted,500
2017,Arts,Unrestricted,1e3
2017,Education,Field of Interst,2175
2017,Environment and Climate Change,Field of Interst,3e3
2017,Arts,Field of Interst,1500
2017,Poverty Alleviation,Unrestricted,208
2017,Poverty Alleviation,Field of Interst,250
2017,Poverty Alleviation,Field of Interst,292
2017,Poverty Alleviation,Unrestricted,-208
2017,Poverty Alleviation,Field of Interst,208
2017,Peace and Human Rights,Field of Interst,5e3
2017,Environment and Climate Change,Unrestricted,500
2017,Environment and Climate Change,Unrestricted,500
2017,Environment and Climate Change,Field of Interst,2e3
2017,Arts,Field of Interst,1e3
2017,Arts,Field of Interst,1e3
2017,Environment and Climate Change,Field of Interst,732
2017,Environment and Climate Change,Field of Interst,600
2017,Environment and Climate Change,Unrestricted,368
2017,Environment and Climate Change,Unrestricted,500
2017,Environment and Climate Change,Unrestricted,500
2017,Environment and Climate Change,Unrestricted,300
2017,Poverty Alleviation,Field of Interst,1250
2017,Poverty Alleviation,Field of Interst,1250
2017,Poverty Alleviation,Unrestricted,500
2017,Environment and Climate Change,Field of Interst,2250
2017,Environment and Climate Change,Unrestricted,474
2017,Environment and Climate Change,Unrestricted,26
2017,Environment and Climate Change,Unrestricted,224
2017,Environment and Climate Change,Unrestricted,-474
2017,Environment and Climate Change,Field of Interst,250
2017,Arts,Field of Interst,1200
2017,Arts,Field of Interst,1286
2017,Education,Field of Interst,2e3
2017,Education,Unrestricted,421
2017,Education,Field of Interst,1e3
2017,Education,Unrestricted,500
2017,Education,Unrestricted,500
2017,Education,Unrestricted,290
2017,Education,Unrestricted,247
2017,Education,Unrestricted,363
2017,Education,Unrestricted,79
2017,Arts,Field of Interst,1e3
2017,Arts,Field of Interst,1e3
2017,Arts,Unrestricted,500
2017,Arts,Unrestricted,165
2017,Arts,Unrestricted,1e3
2017,Arts,Unrestricted,220
2017,Arts,Unrestricted,1115
2017,Poverty Alleviation,Unrestricted,500
2017,Poverty Alleviation,Field of Interst,500
2017,Poverty Alleviation,Field of Interst,500
2017,Poverty Alleviation,Unrestricted,222
2017,Poverty Alleviation,Unrestricted,278
2017,Poverty Alleviation,Unrestricted,1e3
2017,Poverty Alleviation,Unrestricted,305
2017,Poverty Alleviation,Field of Interst,-500
2017,Poverty Alleviation,Unrestricted,195
2017,Poverty Alleviation,Unrestricted,939
2017,Poverty Alleviation,Field of Interst,252
2017,Poverty Alleviation,Field of Interst,500
2017,Poverty Alleviation,Field of Interst,500
2017,Poverty Alleviation,Unrestricted,96
2017,Poverty Alleviation,Unrestricted,213
2017,Poverty Alleviation,Unrestricted,500
2017,Poverty Alleviation,Field of Interst,-500
2017,Poverty Alleviation,Unrestricted,500
2017,Poverty Alleviation,Unrestricted,277
2017,Poverty Alleviation,Unrestricted,-500
2017,Poverty Alleviation,Unrestricted,223
2017,Peace and Human Rights,Field of Interst,3844
2017,Peace and Human Rights,Field of Interst,238
2017,Peace and Human Rights,Field of Interst,918
2017,Poverty Alleviation,Unrestricted,1e3
2017,Poverty Alleviation,Field of Interst,500
2017,Poverty Alleviation,Field of Interst,1e3
2017,Poverty Alleviation,Unrestricted,2e3
2017,Poverty Alleviation,Unrestricted,500
2017,Poverty Alleviation,Unrestricted,478
2017,Poverty Alleviation,Unrestricted,22
2017,Poverty Alleviation,Field of Interst,-1e3
2017,Poverty Alleviation,Unrestricted,500
2017,Education,Field of Interst,500
2017,Education,Unrestricted,150
2017,Peace and Human Rights,Field of Interst,2e3
2017,Arts,Field of Interst,438
2017,Arts,Field of Interst,562
2017,Education,Unrestricted,203
2017,Education,Unrestricted,500
2017,Education,Unrestricted,547
2017,Arts,Field of Interst,114
2017,Arts,Unrestricted,1086
2017,Arts,Unrestricted,400
2017,Education,Unrestricted,412
2017,Education,Unrestricted,434
2017,Education,Unrestricted,500
2017,Education,Unrestricted,216
2017,Education,Unrestricted,438
2017,Education,Unrestricted,500
2017,Poverty Alleviation,Field of Interst,335
2017,Poverty Alleviation,Field of Interst,581
2017,Poverty Alleviation,Field of Interst,500
2017,Poverty Alleviation,Unrestricted,284
2017,Arts,Field of Interst,2409
2017,Arts,Field of Interst,591
2017,Arts,Field of Interst,902
2017,Arts,Field of Interst,98
2017,Poverty Alleviation,Field of Interst,792
2017,Poverty Alleviation,Unrestricted,750
2017,Poverty Alleviation,Field of Interst,208
2017,Education,Field of Interst,500
2017,Education,Unrestricted,100
2017,Education,Unrestricted,500
2017,Education,Unrestricted,500
2017,Education,Unrestricted,500
2017,Education,Unrestricted,500
2017,Education,Field of Interst,400
2017,Education,Unrestricted,500
2017,Arts,Field of Interst,1230
2017,Arts,Unrestricted,152
2017,Arts,Unrestricted,478
2017,Arts,Unrestricted,156
2017,Arts,Unrestricted,6
2017,Arts,Field of Interst,208
2017,Arts,Unrestricted,400
2017,Arts,Unrestricted,100
2017,Arts,Unrestricted,-400
2017,Arts,Field of Interst,400
2017,Arts,Unrestricted,-478
2017,Arts,Field of Interst,478
2017,Arts,Unrestricted,-156
2017,Arts,Field of Interst,156
2017,Arts,Unrestricted,-152
2017,Arts,Field of Interst,152
2017,Poverty Alleviation,Unrestricted,500
2017,Poverty Alleviation,Unrestricted,-500
2017,Poverty Alleviation,Field of Interst,500
2017,Arts,Field of Interst,3e3
2017,Arts,Field of Interst,2500
2017,Arts,Unrestricted,200
2017,Arts,Unrestricted,500
2017,Peace and Human Rights,Field of Interst,4e3
2017,Education,Field of Interst,1e3
2017,Education,Field of Interst,523
2017,Education,Field of Interst,188
2017,Education,Unrestricted,789
2017,Poverty Alleviation,Unrestricted,1e3
2017,Poverty Alleviation,Field of Interst,320
2017,Poverty Alleviation,Field of Interst,610
2017,Poverty Alleviation,Unrestricted,570
2017,Poverty Alleviation,Unrestricted,500
2017,Environment and Climate Change,Field of Interst,755
2017,Environment and Climate Change,Field of Interst,600
2017,Environment and Climate Change,Unrestricted,200
2017,Environment and Climate Change,Unrestricted,295
2017,Arts,Unrestricted,640
2017,Arts,Unrestricted,360
2017,Arts,Unrestricted,500
2017,Arts,Unrestricted,500
2017,Arts,Unrestricted,-500
2017,Arts,Unrestricted,500
2017,Arts,Donor Advised,300
2017,Education,Designated,16e3
2017,Education,Designated,5e3
2017,Education,Designated,5e3
2017,Education,Donor Advised,500
2017,Poverty Alleviation,Donor Advised,4e3
2017,Peace and Human Rights,Donor Advised,4e3
2017,Poverty Alleviation,Donor Advised,200
2017,Arts,Donor Advised,1e3
2017,Arts,Donor Advised,1e3
2017,Poverty Alleviation,Field of Interst,5e3
2017,Poverty Alleviation,Unrestricted,500
2017,Environment and Climate Change,Unrestricted,250
2017,Education,Unrestricted,250
2017,Peace and Human Rights,Field of Interst,1600
2017,Peace and Human Rights,Field of Interst,661
2017,Peace and Human Rights,Field of Interst,1339
2017,Education,Field of Interst,1500
2017,Environment and Climate Change,Field of Interst,1500
2017,Environment and Climate Change,Field of Interst,1500
2017,Arts,Field of Interst,100
2017,Education,Field of Interst,100
2017,Education,Field of Interst,100
2017,Poverty Alleviation,Field of Interst,100
2017,Environment and Climate Change,Field of Interst,100
2017,Education,Field of Interst,100
2017,Poverty Alleviation,Field of Interst,100
2017,Poverty Alleviation,Unrestricted,100
2017,Arts,Donor Advised,2e3
2017,Peace and Human Rights,Donor Advised,2e3
2017,Education,Donor Advised,1500
2017,Education,Donor Advised,400
2017,Poverty Alleviation,Donor Advised,500
2017,Poverty Alleviation,Donor Advised,100
2017,Education,Donor Advised,1e3
2017,Education,Donor Advised,500
2017,Poverty Alleviation,Donor Advised,500
2017,Arts,Donor Advised,100
2017,Education,Donor Advised,100
2017,Peace and Human Rights,Donor Advised,200
2017,Arts,Donor Advised,200
2017,Peace and Human Rights,Donor Advised,1e3
2017,Poverty Alleviation,Donor Advised,100
2017,Education,Donor Advised,250
2017,Peace and Human Rights,Donor Advised,100
2017,Arts,Donor Advised,100
2017,Environment and Climate Change,Donor Advised,250
2017,Education,Donor Advised,500
2017,Poverty Alleviation,Donor Advised,200
2017,Arts,Donor Advised,200
2017,Arts,Donor Advised,500
2017,Poverty Alleviation,Donor Advised,100
2017,Public Health,Donor Advised,250
2017,Poverty Alleviation,Donor Advised,200
2017,Poverty Alleviation,Donor Advised,200
2017,Poverty Alleviation,Donor Advised,200
2017,Peace and Human Rights,Donor Advised,50
2017,Poverty Alleviation,Donor Advised,200
2017,Education,Donor Advised,1e4
2017,Education,Donor Advised,6e3
2017,Education,Donor Advised,6e3
2017,Public Health,Donor Advised,1e4
2017,Education,Designated,3e3
2017,Education,Designated,1534
2017,Education,Field of Interst,200
2017,Poverty Alleviation,Donor Advised,1e3
2017,Education,Donor Advised,500
2017,Education,Geographic Affil,150
2017,Poverty Alleviation,Field of Interst,2e4
2017,Education,Designated,23847.66
2017,Arts,Designated,3733
2017,Education,Designated,1e3
2017,Education,Designated,1e3
2017,Arts,Designated,5250
2017,Arts,Designated,5250
2017,Education,Designated,10791
2017,Education,Designated,1e3
2017,Education,Designated,1645
2017,Education,Designated,636
2017,Education,Designated,1428
2017,Education,Designated,1704
2017,Poverty Alleviation,Designated,2073
2017,Arts,Designated,249.75
2017,Arts,Designated,249.75
2017,Arts,Designated,249.75
2017,Environment and Climate Change,Designated,249.75
2017,Poverty Alleviation,Designated,2677
2017,Education,Designated,1316
2017,Education,Agency/Org.,999
2017,Poverty Alleviation,Agency/Org.,3823
2017,Arts,Agency/Org.,1032
2017,Poverty Alleviation,Donor Advised,1e3
2017,Poverty Alleviation,Donor Advised,1e3
2017,Education,Donor Advised,1e3
2017,Poverty Alleviation,Donor Advised,1e3
2017,Education,Unrestricted,1e3
2017,Education,Unrestricted,1e3
2017,Poverty Alleviation,Unrestricted,500
2017,Poverty Alleviation,Donor Advised,544
2017,Arts,Donor Advised,285
2017,Arts,Donor Advised,250
2017,Poverty Alleviation,Donor Advised,250
2017,Education,Unrestricted,1e3
2017,Poverty Alleviation,Donor Advised,553
2017,Poverty Alleviation,Donor Advised,500
2017,Education,Donor Advised,250
2017,Peace and Human Rights,Donor Advised,250
2017,Poverty Alleviation,Unrestricted,500
2017,Education,Donor Advised,1e3
2017,Education,Unrestricted,500
2017,Arts,Unrestricted,500
2017,Environment and Climate Change,Field of Interst,2900
2017,Environment and Climate Change,Unrestricted,12
2017,Poverty Alleviation,Donor Advised,1e3
2017,Poverty Alleviation,Donor Advised,500
2017,Arts,Donor Advised,400
2017,Public Health,Donor Advised,4700
2017,Arts,Donor Advised,300
2017,Public Health,Donor Advised,500
2017,Arts,Unrestricted,1e3
2018,Arts,Designated,627
2018,Arts,Donor Advised,250
2018,Arts,Donor Advised,250
2018,Education,Designated,927
2018,Arts,Donor Advised,250
2018,Education,Geographic Affil,1e3
2018,Education,Geographic Affil,1e3
2018,Poverty Alleviation,Geographic Affil,1500
2018,Poverty Alleviation,Geographic Affil,612
2018,Environment and Climate Change,Geographic Affil,885
2018,Arts,Designated,2992.74
2018,Poverty Alleviation,Designated,12615.59
2018,Poverty Alleviation,Donor Advised,250
2018,Poverty Alleviation,Donor Advised,250
2018,Arts,Designated,12840
2018,Education,Designated,1500
2018,Education,Designated,2200
2018,Poverty Alleviation,Fiscal Sponsor,250
2018,Poverty Alleviation,Fiscal Sponsor,844
2018,Poverty Alleviation,Designated,60
2018,Poverty Alleviation,Designated,1161
2018,Education,Donor Advised,100
2018,Education,Donor Advised,50
2018,Poverty Alleviation,Donor Advised,250
2018,Peace and Human Rights,Donor Advised,125
2018,Poverty Alleviation,Donor Advised,100
2018,Arts,Donor Advised,1e3
2018,Education,Donor Advised,500
2018,Education,Donor Advised,1e3
2018,Poverty Alleviation,Donor Advised,500
2018,Poverty Alleviation,Donor Advised,250
2018,Poverty Alleviation,Donor Advised,750
2018,Poverty Alleviation,Donor Advised,250
2018,Education,Designated,1500
2018,Arts,Donor Advised,800
2018,Education,Designated,550
2018,Education,Designated,1083
2018,Education,Designated,500
2018,Education,Designated,1e3
2018,Education,Designated,856
2018,Education,Designated,500
2018,Education,Designated,1e3
2018,Education,Designated,500
2018,Education,Designated,1e3
2018,Education,Donor Advised,300
2018,Education,Donor Advised,250
2018,Arts,Donor Advised,500
2018,Public Health,Donor Advised,1e3
2018,Public Health,Unrestricted,500
2018,Arts,Donor Advised,500
2018,Arts,Donor Advised,-250
2018,Education,Donor Advised,200
2018,Education,Designated,3e3
2018,Education,Designated,3e3
2018,Education,Designated,2e3
2018,Education,Designated,2e3
2018,Education,Designated,2e3
2018,Education,Designated,2e3
2018,Education,Designated,2e3
2018,Education,Designated,2e3
2018,Education,Donor Advised,100
2018,Education,Donor Advised,1e3
2018,Public Health,Donor Advised,3e3
2018,Environment and Climate Change,Donor Advised,500
2018,Education,Donor Advised,2500
2018,Education,Geographic Affil,50
2018,Education,Fiscal Sponsor,500
2018,Education,Fiscal Sponsor,500
2018,Education,Designated,3e3
2018,Education,Fiscal Sponsor,1e3
2018,Poverty Alleviation,Field of Interst,2500
2018,Poverty Alleviation,Donor Advised,250
2018,Poverty Alleviation,Donor Advised,500
2018,Poverty Alleviation,Donor Advised,250
2018,Poverty Alleviation,Donor Advised,100
2018,Education,Donor Advised,200
2018,Education,Donor Advised,200
2018,Public Health,Donor Advised,500
2018,Arts,Donor Advised,2e3
2018,Education,Designated,500
2018,Arts,Designated,7975
2018,Education,Unrestricted,500
2018,Poverty Alleviation,Unrestricted,500
2018,Poverty Alleviation,Unrestricted,500
2018,Environment and Climate Change,Donor Advised,500
2018,Education,Designated,625
2018,Poverty Alleviation,Field of Interst,90.85
2018,Poverty Alleviation,Donor Advised,300
2018,Arts,Donor Advised,250
2018,Environment and Climate Change,Donor Advised,250
2018,Education,Designated,144
2018,Poverty Alleviation,Donor Advised,250
2018,Arts,Unrestricted,500
2018,Arts,Designated,1975.76
2018,Poverty Alleviation,Designated,1e3
2018,Arts,Unrestricted,250
2018,Education,Designated,627
2018,Peace and Human Rights,Donor Advised,500
2018,Poverty Alleviation,Agency/Org.,25889
2018,Education,Designated,5e3
2018,Poverty Alleviation,Field of Interst,2500
2018,Poverty Alleviation,Field of Interst,2500
2018,Education,Unrestricted,1500
2018,Education,Unrestricted,500
2018,Education,Unrestricted,250
2018,Education,Unrestricted,250
2018,Education,Unrestricted,500
2018,Education,Unrestricted,500
2018,Education,Field of Interst,3122
2018,Environment and Climate Change,Field of Interst,2340
2018,Poverty Alleviation,Field of Interst,1314
2018,Poverty Alleviation,Unrestricted,500
2018,Poverty Alleviation,Unrestricted,500
2018,Poverty Alleviation,Field of Interst,600
2018,Poverty Alleviation,Unrestricted,1e3
2018,Poverty Alleviation,Unrestricted,203
2018,Poverty Alleviation,Unrestricted,400
2018,Poverty Alleviation,Unrestricted,483
2018,Poverty Alleviation,Donor Advised,1800
2018,Poverty Alleviation,Unrestricted,500
2018,Poverty Alleviation,Unrestricted,476
2018,Poverty Alleviation,Unrestricted,500
2018,Poverty Alleviation,Unrestricted,500
2018,Poverty Alleviation,Unrestricted,24
2018,Peace and Human Rights,Field of Interst,2500
2018,Arts,Field of Interst,1400
2018,Arts,Field of Interst,1400
2018,Poverty Alleviation,Field of Interst,1561
2018,Poverty Alleviation,Field of Interst,2500
2018,Poverty Alleviation,Field of Interst,939
2018,Education,Unrestricted,2e3
2018,Education,Unrestricted,500
2018,Education,Field of Interst,500
2018,Education,Field of Interst,2e3
2018,Poverty Alleviation,Unrestricted,1e3
2018,Poverty Alleviation,Field of Interst,3e3
2018,Poverty Alleviation,Unrestricted,500
2018,Poverty Alleviation,Unrestricted,500
2018,Education,Unrestricted,1e3
2018,Arts,Field of Interst,3e3
2018,Arts,Field of Interst,1e3
2018,Arts,Field of Interst,500
2018,Environment and Climate Change,Field of Interst,2500
2018,Peace and Human Rights,Field of Interst,1e3
2018,Arts,Field of Interst,1500
2018,Environment and Climate Change,Field of Interst,2e3
2018,Poverty Alleviation,Field of Interst,1600
2018,Poverty Alleviation,Field of Interst,500
2018,Poverty Alleviation,Unrestricted,447
2018,Poverty Alleviation,Unrestricted,453
2018,Poverty Alleviation,Field of Interst,500
2018,Education,Field of Interst,2500
2018,Environment and Climate Change,Field of Interst,2e3
2018,Education,Unrestricted,250
2018,Education,Field of Interst,391
2018,Education,Field of Interst,829
2018,Education,Field of Interst,1230
2018,Environment and Climate Change,Field of Interst,3e3
2018,Poverty Alleviation,Field of Interst,500
2018,Poverty Alleviation,Field of Interst,1e3
2018,Poverty Alleviation,Unrestricted,285
2018,Poverty Alleviation,Unrestricted,332
2018,Poverty Alleviation,Field of Interst,383
2018,Poverty Alleviation,Unrestricted,500
2018,Environment and Climate Change,Field of Interst,3500
2018,Arts,Field of Interst,1500
2018,Education,Field of Interst,3e3
2018,Poverty Alleviation,Field of Interst,3e3
2018,Arts,Field of Interst,2e3
2018,Arts,Field of Interst,1e3
2018,Public Health,Field of Interst,3e3
2018,Public Health,Unrestricted,1078
2018,Public Health,Unrestricted,423
2018,Public Health,Unrestricted,649
2018,Public Health,Unrestricted,167
2018,Public Health,Unrestricted,1e3
2018,Public Health,Unrestricted,1663
2018,Education,Field of Interst,372
2018,Education,Unrestricted,258
2018,Education,Unrestricted,237
2018,Education,Unrestricted,1133
2018,Education,Unrestricted,500
2018,Arts,Field of Interst,128
2018,Arts,Field of Interst,2872
2018,Education,Field of Interst,3500
2018,Poverty Alleviation,Unrestricted,500
2018,Poverty Alleviation,Unrestricted,410
2018,Poverty Alleviation,Unrestricted,440
2018,Environment and Climate Change,Field of Interst,2e3
2018,Peace and Human Rights,Field of Interst,5e3
2018,Poverty Alleviation,Unrestricted,547
2018,Poverty Alleviation,Unrestricted,275
2018,Poverty Alleviation,Unrestricted,1e3
2018,Poverty Alleviation,Unrestricted,289
2018,Poverty Alleviation,Unrestricted,889
2018,Education,Field of Interst,2500
2018,Public Health,Unrestricted,1e3
2018,Public Health,Unrestricted,287
2018,Public Health,Unrestricted,213
2018,Arts,Unrestricted,242
2018,Arts,Field of Interst,508
2018,Arts,Unrestricted,250
2018,Arts,Unrestricted,500
2018,Poverty Alleviation,Unrestricted,500
2018,Poverty Alleviation,Field of Interst,366
2018,Poverty Alleviation,Unrestricted,337
2018,Poverty Alleviation,Unrestricted,500
2018,Poverty Alleviation,Unrestricted,297
2018,Arts,Field of Interst,829
2018,Arts,Field of Interst,2371
2018,Environment and Climate Change,Field of Interst,2500
2018,Arts,Field of Interst,3e3
2018,Arts,Field of Interst,2e3
2018,Poverty Alleviation,Field of Interst,2e3
2018,Poverty Alleviation,Field of Interst,2e3
2018,Education,Field of Interst,500
2018,Education,Field of Interst,791
2018,Education,Unrestricted,209
2018,Education,Unrestricted,1250
2018,Education,Unrestricted,347
2018,Education,Unrestricted,500
2018,Education,Unrestricted,245
2018,Education,Unrestricted,500
2018,Education,Unrestricted,1943
2018,Education,Unrestricted,215
2018,Poverty Alleviation,Unrestricted,1e3
2018,Poverty Alleviation,Unrestricted,822
2018,Poverty Alleviation,Unrestricted,500
2018,Poverty Alleviation,Unrestricted,1e3
2018,Poverty Alleviation,Unrestricted,224
2018,Poverty Alleviation,Unrestricted,254
2018,Arts,Unrestricted,1500
2018,Arts,Field of Interst,325
2018,Arts,Field of Interst,1500
2018,Environment and Climate Change,Field of Interst,3e3
2018,Public Health,Field of Interst,5e3
2018,Poverty Alleviation,Unrestricted,1250
2018,Poverty Alleviation,Field of Interst,699
2018,Poverty Alleviation,Unrestricted,243
2018,Poverty Alleviation,Unrestricted,288
2018,Poverty Alleviation,Unrestricted,500
2018,Poverty Alleviation,Unrestricted,500
2018,Poverty Alleviation,Unrestricted,1320
2018,Poverty Alleviation,Unrestricted,200
2018,Poverty Alleviation,Unrestricted,500
2018,Poverty Alleviation,Field of Interst,1500
2018,Poverty Alleviation,Unrestricted,311
2018,Poverty Alleviation,Unrestricted,500
2018,Poverty Alleviation,Unrestricted,189
2018,Public Health,Unrestricted,718
2018,Public Health,Unrestricted,260
2018,Public Health,Unrestricted,136
2018,Public Health,Unrestricted,1886
2018,Poverty Alleviation,Field of Interst,4e3
2018,Poverty Alleviation,Field of Interst,500
2018,Poverty Alleviation,Field of Interst,1e3
2018,Poverty Alleviation,Unrestricted,450
2018,Poverty Alleviation,Field of Interst,300
2018,Poverty Alleviation,Unrestricted,500
2018,Poverty Alleviation,Unrestricted,250
2018,Poverty Alleviation,Field of Interst,158
2018,Poverty Alleviation,Field of Interst,1527
2018,Environment and Climate Change,Field of Interst,2146
2018,Arts,Field of Interst,2e3
2018,Public Health,Field of Interst,4500
2018,Arts,Field of Interst,1e3
2018,Peace and Human Rights,Field of Interst,2311
2018,Peace and Human Rights,Field of Interst,276
2018,Peace and Human Rights,Field of Interst,63
2018,Poverty Alleviation,Field of Interst,2e3
2018,Arts,Unrestricted,212
2018,Arts,Field of Interst,552
2018,Arts,Field of Interst,135
2018,Arts,Field of Interst,2e3
2018,Arts,Unrestricted,601
2018,Arts,Unrestricted,500
2018,Peace and Human Rights,Field of Interst,5e3
2018,Poverty Alleviation,Donor Advised,250
2018,Peace and Human Rights,Field of Interst,2e3
2018,Education,Donor Advised,500
2018,Poverty Alleviation,Field of Interst,1775
2018,Poverty Alleviation,Field of Interst,134
2018,Poverty Alleviation,Unrestricted,3091
2018,Poverty Alleviation,Donor Advised,500
2018,Peace and Human Rights,Donor Advised,3500
2018,Poverty Alleviation,Donor Advised,150
2018,Poverty Alleviation,Unrestricted,150
2018,Education,Designated,8e3
2018,Education,Designated,8e3
2018,Education,Designated,7500
2018,Education,Donor Advised,500
2018,Poverty Alleviation,Donor Advised,500
2018,Poverty Alleviation,Donor Advised,250
2018,Arts,Donor Advised,250
2018,Education,Donor Advised,200
2018,Poverty Alleviation,Donor Advised,200
2018,Poverty Alleviation,Donor Advised,200
2018,Poverty Alleviation,Donor Advised,1e3
2018,Poverty Alleviation,Donor Advised,1e3
2018,Poverty Alleviation,Donor Advised,1e3
2018,Poverty Alleviation,Donor Advised,250
2018,Poverty Alleviation,Donor Advised,250
2018,Poverty Alleviation,Donor Advised,250
2018,Poverty Alleviation,Unrestricted,500
2018,Education,Field of Interst,1500
2018,Poverty Alleviation,Field of Interst,3e3
2018,Poverty Alleviation,Field of Interst,3e3
2018,Poverty Alleviation,Donor Advised,1200
2018,Education,Field of Interst,1125
2018,Poverty Alleviation,Donor Advised,2e3
2018,Poverty Alleviation,Donor Advised,2e3
2018,Poverty Alleviation,Geographic Affil,2e3
2018,Education,Designated,1e3
2018,Education,Designated,2500
2018,Arts,Donor Advised,1e3
2018,Poverty Alleviation,Donor Advised,500
2018,Arts,Donor Advised,100
2018,Arts,Donor Advised,250
2018,Arts,Donor Advised,250
2018,Poverty Alleviation,Donor Advised,250
2018,Arts,Donor Advised,100
2018,Education,Donor Advised,100
2018,Education,Donor Advised,200
2018,Arts,Donor Advised,250
2018,Peace and Human Rights,Donor Advised,1e3
2018,Education,Donor Advised,250
2018,Poverty Alleviation,Donor Advised,100
2018,Arts,Donor Advised,100
2018,Environment and Climate Change,Donor Advised,100
2018,Education,Donor Advised,200
2018,Poverty Alleviation,Donor Advised,100
2018,Poverty Alleviation,Donor Advised,200
2018,Arts,Donor Advised,200
2018,Arts,Donor Advised,250
2018,Poverty Alleviation,Donor Advised,200
2018,Poverty Alleviation,Donor Advised,200
2018,Public Health,Donor Advised,200
2018,Education,Donor Advised,1e4
2018,Education,Donor Advised,6757
2018,Poverty Alleviation,Donor Advised,6757
2018,Public Health,Donor Advised,1e4
2018,Education,Designated,2665
2018,Education,Designated,335
2018,Arts,Designated,21937.15
2018,Poverty Alleviation,Donor Advised,250
2018,Environment and Climate Change,Donor Advised,400
